_id,id,likes,private,downloads,tags,pipeline_tag,library_name,createdAt,modelId
657607b0a90ae2daaef65917,mistralai/Mixtral-8x7B-Instruct-v0.1,4492,False,387691,"['transformers', 'safetensors', 'mixtral', 'text-generation', 'conversational', 'fr', 'it', 'de', 'es', 'en', 'base_model:mistralai/Mixtral-8x7B-v0.1', 'base_model:finetune:mistralai/Mixtral-8x7B-v0.1', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-12-10T18:47:12.000Z,mistralai/Mixtral-8x7B-Instruct-v0.1
64aa630b73790912c790894e,meta-llama/Llama-2-7b,4367,False,0,"['facebook', 'meta', 'pytorch', 'llama', 'llama-2', 'text-generation', 'en', 'arxiv:2307.09288', 'license:llama2', 'region:us']",text-generation,,2023-07-09T07:34:35.000Z,meta-llama/Llama-2-7b
6698d8a0653e4babe21e1e7d,meta-llama/Llama-3.1-8B-Instruct,4311,False,6252541,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'base_model:meta-llama/Llama-3.1-8B', 'base_model:finetune:meta-llama/Llama-3.1-8B', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-07-18T08:56:00.000Z,meta-llama/Llama-3.1-8B-Instruct
66aa974d1f83b210ae7f74ae,black-forest-labs/FLUX.1-schnell,4094,False,651488,"['diffusers', 'safetensors', 'text-to-image', 'image-generation', 'flux', 'en', 'license:apache-2.0', 'endpoints_compatible', 'diffusers:FluxPipeline', 'region:us']",text-to-image,diffusers,2024-07-31T19:58:05.000Z,black-forest-labs/FLUX.1-schnell
661f97d0b00f5f1f620c4f25,meta-llama/Meta-Llama-3-8B-Instruct,4073,False,1484139,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'license:llama3', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-04-17T09:35:12.000Z,meta-llama/Meta-Llama-3-8B-Instruct
638f7ae36c25af4071044105,stabilityai/stable-diffusion-2-1,4010,False,959890,"['diffusers', 'safetensors', 'stable-diffusion', 'text-to-image', 'arxiv:2112.10752', 'arxiv:2202.00512', 'arxiv:1910.09700', 'license:openrail++', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,diffusers,2022-12-06T17:24:51.000Z,stabilityai/stable-diffusion-2-1
676c000762cee1f3abc3ed5f,deepseek-ai/DeepSeek-V3,3916,False,419211,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'arxiv:2412.19437', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",text-generation,transformers,2024-12-25T12:52:23.000Z,deepseek-ai/DeepSeek-V3
650aedb6238a644cb93a52c3,mistralai/Mistral-7B-v0.1,3885,False,491165,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'pretrained', 'en', 'arxiv:2310.06825', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-09-20T13:03:50.000Z,mistralai/Mistral-7B-v0.1
6437337f535846fc73640937,lllyasviel/ControlNet-v1-1,3876,False,0,"['license:openrail', 'region:us']",,,2023-04-12T22:41:03.000Z,lllyasviel/ControlNet-v1-1
638cac3a61eb5101751a23c4,WarriorMama777/OrangeMixs,3849,False,2205,"['diffusers', 'stable-diffusion', 'text-to-image', 'dataset:Nerfgun3/bad_prompt', 'license:creativeml-openrail-m', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,diffusers,2022-12-04T14:18:34.000Z,WarriorMama777/OrangeMixs
63e3ef298de575a15a63c2b1,lllyasviel/ControlNet,3727,False,0,"['license:openrail', 'region:us']",,,2023-02-08T18:51:21.000Z,lllyasviel/ControlNet
621ffdc136468d709f180294,sentence-transformers/all-MiniLM-L6-v2,3677,False,88362912,"['sentence-transformers', 'pytorch', 'tf', 'rust', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'en', 'dataset:s2orc', 'dataset:flax-sentence-embeddings/stackexchange_xml', 'dataset:ms_marco', 'dataset:gooaq', 'dataset:yahoo_answers_topics', 'dataset:code_search_net', 'dataset:search_qa', 'dataset:eli5', 'dataset:snli', 'dataset:multi_nli', 'dataset:wikihow', 'dataset:natural_questions', 'dataset:trivia_qa', 'dataset:embedding-data/sentence-compression', 'dataset:embedding-data/flickr30k-captions', 'dataset:embedding-data/altlex', 'dataset:embedding-data/simple-wiki', 'dataset:embedding-data/QQP', 'dataset:embedding-data/SPECTER', 'dataset:embedding-data/PAQ_pairs', 'dataset:embedding-data/WikiAnswers', 'arxiv:1904.06472', 'arxiv:2102.07033', 'arxiv:2104.08727', 'arxiv:1704.05179', 'arxiv:1810.09305', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",sentence-similarity,sentence-transformers,2022-03-02T23:29:05.000Z,sentence-transformers/all-MiniLM-L6-v2
6796251e22990ae89b1f60f1,deepseek-ai/Janus-Pro-7B,3458,False,105070,"['transformers', 'pytorch', 'multi_modality', 'muiltimodal', 'text-to-image', 'unified-model', 'any-to-any', 'arxiv:2501.17811', 'license:mit', 'endpoints_compatible', 'region:us']",any-to-any,transformers,2025-01-26T12:05:50.000Z,deepseek-ai/Janus-Pro-7B
657a1fff16886e681230c05a,microsoft/phi-2,3364,False,722452,"['transformers', 'safetensors', 'phi', 'text-generation', 'nlp', 'code', 'en', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-12-13T21:19:59.000Z,microsoft/phi-2
65c5577b1080431ea9e083cd,google/gemma-7b,3182,False,73221,"['transformers', 'safetensors', 'gguf', 'gemma', 'text-generation', 'arxiv:2305.14314', 'arxiv:2312.11805', 'arxiv:2009.03300', 'arxiv:1905.07830', 'arxiv:1911.11641', 'arxiv:1904.09728', 'arxiv:1905.10044', 'arxiv:1907.10641', 'arxiv:1811.00937', 'arxiv:1809.02789', 'arxiv:1911.01547', 'arxiv:1705.03551', 'arxiv:2107.03374', 'arxiv:2108.07732', 'arxiv:2110.14168', 'arxiv:2304.06364', 'arxiv:2206.04615', 'arxiv:1804.06876', 'arxiv:2110.08193', 'arxiv:2009.11462', 'arxiv:2101.11718', 'arxiv:1804.09301', 'arxiv:2109.07958', 'arxiv:2203.09509', 'license:gemma', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-02-08T22:36:43.000Z,google/gemma-7b
636a251a2ca1d75cb49109ee,prompthero/openjourney,3141,False,8428,"['diffusers', 'safetensors', 'stable-diffusion', 'text-to-image', 'en', 'license:creativeml-openrail-m', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,diffusers,2022-11-08T09:44:58.000Z,prompthero/openjourney
655befb36d02c2b1a9284bf0,stabilityai/stable-video-diffusion-img2vid-xt,3098,False,162444,"['diffusers', 'safetensors', 'image-to-video', 'license:other', 'diffusers:StableVideoDiffusionPipeline', 'region:us']",image-to-video,diffusers,2023-11-20T23:45:55.000Z,stabilityai/stable-video-diffusion-img2vid-xt
67e125b6c185423c1e404364,deepseek-ai/DeepSeek-V3-0324,3000,False,535192,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'arxiv:2412.19437', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",text-generation,transformers,2025-03-24T09:28:22.000Z,deepseek-ai/DeepSeek-V3-0324
67175475ab870480b86e7caa,stabilityai/stable-diffusion-3.5-large,2996,False,111882,"['diffusers', 'safetensors', 'text-to-image', 'stable-diffusion', 'en', 'arxiv:2403.03206', 'license:other', 'diffusers:StableDiffusion3Pipeline', 'region:us']",text-to-image,diffusers,2024-10-22T07:29:57.000Z,stabilityai/stable-diffusion-3.5-large
644677e41173e85ac7f10745,bigcode/starcoder,2881,False,17593,"['transformers', 'pytorch', 'safetensors', 'gpt_bigcode', 'text-generation', 'code', 'dataset:bigcode/the-stack-dedup', 'arxiv:1911.02150', 'arxiv:2205.14135', 'arxiv:2207.14255', 'arxiv:2305.06161', 'license:bigcode-openrail-m', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-04-24T12:36:52.000Z,bigcode/starcoder
6540d2d50cb8e9d8e63a1e1f,coqui/XTTS-v2,2873,False,2255317,"['coqui', 'text-to-speech', 'license:other', 'region:us']",text-to-speech,coqui,2023-10-31T10:11:33.000Z,coqui/XTTS-v2
65770c3426ef61bbf101d4da,mistralai/Mistral-7B-Instruct-v0.2,2866,False,1665908,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'finetuned', 'conversational', 'arxiv:2310.06825', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-12-11T13:18:44.000Z,mistralai/Mistral-7B-Instruct-v0.2
640f4f1409c94e1d9bca3ffc,THUDM/chatglm-6b,2862,False,2330,"['transformers', 'pytorch', 'chatglm', 'glm', 'thudm', 'custom_code', 'zh', 'en', 'arxiv:2103.10360', 'arxiv:2210.02414', 'arxiv:2406.12793', 'endpoints_compatible', 'region:us']",,transformers,2023-03-13T16:28:04.000Z,THUDM/chatglm-6b
621ffdc036468d709f17434d,openai-community/gpt2,2845,False,14812861,"['transformers', 'pytorch', 'tf', 'jax', 'tflite', 'rust', 'onnx', 'safetensors', 'gpt2', 'text-generation', 'exbert', 'en', 'doi:10.57967/hf/0039', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2022-03-02T23:29:04.000Z,openai-community/gpt2
63009e8b79c5ddbc6cf69877,CompVis/stable-diffusion-v-1-4-original,2807,False,0,"['stable-diffusion', 'text-to-image', 'arxiv:2207.12598', 'arxiv:2112.10752', 'arxiv:2103.00020', 'arxiv:2205.11487', 'arxiv:1910.09700', 'license:creativeml-openrail-m', 'region:us']",text-to-image,stable-diffusion,2022-08-20T08:42:51.000Z,CompVis/stable-diffusion-v-1-4-original
67c85cdbebd06f51d80ca1c7,Qwen/QwQ-32B,2804,False,222357,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'arxiv:2309.00071', 'arxiv:2412.15115', 'base_model:Qwen/Qwen2.5-32B', 'base_model:finetune:Qwen/Qwen2.5-32B', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2025-03-05T14:16:59.000Z,Qwen/QwQ-32B
680487d4349dbebdfa95a27f,nari-labs/Dia-1.6B,2635,False,95047,"['safetensors', 'model_hub_mixin', 'pytorch_model_hub_mixin', 'text-to-speech', 'en', 'arxiv:2305.09636', 'license:apache-2.0', 'region:us']",text-to-speech,,2025-04-20T05:36:20.000Z,nari-labs/Dia-1.6B
66fba7309482f97131bf08d6,openai/whisper-large-v3-turbo,2497,False,3268452,"['transformers', 'safetensors', 'whisper', 'automatic-speech-recognition', 'audio', 'en', 'zh', 'de', 'es', 'ru', 'ko', 'fr', 'ja', 'pt', 'tr', 'pl', 'ca', 'nl', 'ar', 'sv', 'it', 'id', 'hi', 'fi', 'vi', 'he', 'uk', 'el', 'ms', 'cs', 'ro', 'da', 'hu', 'ta', 'no', 'th', 'ur', 'hr', 'bg', 'lt', 'la', 'mi', 'ml', 'cy', 'sk', 'te', 'fa', 'lv', 'bn', 'sr', 'az', 'sl', 'kn', 'et', 'mk', 'br', 'eu', 'is', 'hy', 'ne', 'mn', 'bs', 'kk', 'sq', 'sw', 'gl', 'mr', 'pa', 'si', 'km', 'sn', 'yo', 'so', 'af', 'oc', 'ka', 'be', 'tg', 'sd', 'gu', 'am', 'yi', 'lo', 'uz', 'fo', 'ht', 'ps', 'tk', 'nn', 'mt', 'sa', 'lb', 'my', 'bo', 'tl', 'mg', 'as', 'tt', 'haw', 'ln', 'ha', 'ba', 'jw', 'su', 'arxiv:2212.04356', 'base_model:openai/whisper-large-v3', 'base_model:finetune:openai/whisper-large-v3', 'license:mit', 'endpoints_compatible', 'region:us']",automatic-speech-recognition,transformers,2024-10-01T07:39:28.000Z,openai/whisper-large-v3-turbo
630d75d18e3ff0c723329fc2,hakurei/waifu-diffusion,2444,False,3978,"['diffusers', 'safetensors', 'stable-diffusion', 'text-to-image', 'en', 'license:creativeml-openrail-m', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,diffusers,2022-08-30T02:28:33.000Z,hakurei/waifu-diffusion
6745f28f9333dfcc06268b1e,meta-llama/Llama-3.3-70B-Instruct,2434,False,464616,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'de', 'arxiv:2204.05149', 'base_model:meta-llama/Llama-3.1-70B', 'base_model:finetune:meta-llama/Llama-3.1-70B', 'license:llama3.3', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-11-26T16:08:47.000Z,meta-llama/Llama-3.3-70B-Instruct
6564b36f4eb2f55240230f48,stabilityai/sdxl-turbo,2431,False,238694,"['diffusers', 'onnx', 'safetensors', 'text-to-image', 'license:other', 'autotrain_compatible', 'diffusers:StableDiffusionXLPipeline', 'region:us']",text-to-image,diffusers,2023-11-27T15:19:11.000Z,stabilityai/sdxl-turbo
646dfe3e40e741b1913a1ba4,tiiuae/falcon-40b,2430,False,11541,"['transformers', 'pytorch', 'safetensors', 'falcon', 'text-generation', 'custom_code', 'en', 'de', 'es', 'fr', 'dataset:tiiuae/falcon-refinedweb', 'arxiv:2205.14135', 'arxiv:1911.02150', 'arxiv:2101.00027', 'arxiv:2005.14165', 'arxiv:2104.09864', 'arxiv:2306.01116', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'region:us']",text-generation,transformers,2023-05-24T12:08:30.000Z,tiiuae/falcon-40b
621ffdc036468d709f174338,google-bert/bert-base-uncased,2344,False,58367408,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'coreml', 'onnx', 'safetensors', 'bert', 'fill-mask', 'exbert', 'en', 'dataset:bookcorpus', 'dataset:wikipedia', 'arxiv:1810.04805', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",fill-mask,transformers,2022-03-02T23:29:04.000Z,google-bert/bert-base-uncased
65f683e9df29f02c6da01279,xai-org/grok-1,2328,False,316,"['grok', 'grok-1', 'text-generation', 'license:apache-2.0', 'region:us']",text-generation,grok,2024-03-17T05:47:21.000Z,xai-org/grok-1
67b3d091b9895fea7fe29e42,perplexity-ai/r1-1776,2281,False,102488,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'base_model:deepseek-ai/DeepSeek-R1', 'base_model:finetune:deepseek-ai/DeepSeek-R1', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2025-02-18T00:13:05.000Z,perplexity-ai/r1-1776
6836db82a3626cb7b5343be8,deepseek-ai/DeepSeek-R1-0528,2276,False,327097,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'arxiv:2501.12948', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",text-generation,transformers,2025-05-28T09:46:42.000Z,deepseek-ai/DeepSeek-R1-0528
65b53851e602b6c2c96e78da,BAAI/bge-m3,2202,False,4070017,"['sentence-transformers', 'pytorch', 'onnx', 'xlm-roberta', 'feature-extraction', 'sentence-similarity', 'arxiv:2402.03216', 'arxiv:2004.04906', 'arxiv:2106.14807', 'arxiv:2107.05720', 'arxiv:2004.12832', 'license:mit', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",sentence-similarity,sentence-transformers,2024-01-27T17:07:29.000Z,BAAI/bge-m3
64b18d9f3aecf08f78ec75f3,meta-llama/Llama-2-70b-chat-hf,2192,False,48090,"['transformers', 'pytorch', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'llama-2', 'conversational', 'en', 'arxiv:2307.09288', 'license:llama2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-07-14T18:02:07.000Z,meta-llama/Llama-2-70b-chat-hf
67c9c10d54d811c24a021731,sesame/csm-1b,2136,False,30212,"['safetensors', 'csm', 'text-to-speech', 'en', 'license:apache-2.0', 'region:us']",text-to-speech,,2025-03-06T15:36:45.000Z,sesame/csm-1b
67597bd1b9cdca50cb621f94,microsoft/phi-4,2110,False,462237,"['transformers', 'safetensors', 'phi3', 'text-generation', 'phi', 'nlp', 'math', 'code', 'chat', 'conversational', 'en', 'arxiv:2412.08905', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-12-11T11:47:29.000Z,microsoft/phi-4
64b0234d53bd91402e6ad49c,meta-llama/Llama-2-7b-hf,2102,False,634067,"['transformers', 'pytorch', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'llama-2', 'en', 'arxiv:2307.09288', 'license:llama2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2023-07-13T16:16:13.000Z,meta-llama/Llama-2-7b-hf
65d505951e2597ff935d1be2,ByteDance/SDXL-Lightning,2052,False,56128,"['diffusers', 'text-to-image', 'stable-diffusion', 'arxiv:2402.13929', 'license:openrail++', 'region:us']",text-to-image,diffusers,2024-02-20T20:03:33.000Z,ByteDance/SDXL-Lightning
6709e0d9bb2498474f4e8ee2,nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,2051,False,269233,"['transformers', 'safetensors', 'llama', 'text-generation', 'nvidia', 'llama3.1', 'conversational', 'en', 'dataset:nvidia/HelpSteer2', 'arxiv:2410.01257', 'arxiv:2405.01481', 'arxiv:2406.08673', 'base_model:meta-llama/Llama-3.1-70B-Instruct', 'base_model:finetune:meta-llama/Llama-3.1-70B-Instruct', 'license:llama3.1', 'autotrain_compatible', 'text-generation-inference', 'region:us']",text-generation,transformers,2024-10-12T02:37:13.000Z,nvidia/Llama-3.1-Nemotron-70B-Instruct-HF
64971933a9c42bc6a848d3f4,THUDM/chatglm2-6b,2050,False,696866,"['transformers', 'pytorch', 'chatglm', 'glm', 'thudm', 'custom_code', 'zh', 'en', 'arxiv:2103.10360', 'arxiv:2210.02414', 'arxiv:1911.02150', 'arxiv:2406.12793', 'endpoints_compatible', 'region:us']",,transformers,2023-06-24T16:26:27.000Z,THUDM/chatglm2-6b
64ed938a685746556dd540c9,lllyasviel/sd_control_collection,2008,False,0,['region:us'],,,2023-08-29T06:43:22.000Z,lllyasviel/sd_control_collection
66eaebb25fcdca258b9576cb,meta-llama/Llama-3.2-1B,1988,False,3528874,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'arxiv:2405.16406', 'license:llama3.2', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-09-18T15:03:14.000Z,meta-llama/Llama-3.2-1B
674bfb827d6748def2e80ef9,tencent/HunyuanVideo,1979,False,1749,"['text-to-video', 'arxiv:2412.03603', 'arxiv:2405.07719', 'license:other', 'region:us']",text-to-video,,2024-12-01T06:00:34.000Z,tencent/HunyuanVideo
6435868e57c3f4b161f4fb13,databricks/dolly-v2-12b,1956,False,4086,"['transformers', 'pytorch', 'gpt_neox', 'text-generation', 'en', 'dataset:databricks/databricks-dolly-15k', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'region:us']",text-generation,transformers,2023-04-11T16:10:54.000Z,databricks/dolly-v2-12b
64c0cd59200a5155968dea57,stabilityai/stable-diffusion-xl-refiner-1.0,1929,False,472740,"['diffusers', 'safetensors', 'stable-diffusion', 'image-to-image', 'arxiv:2307.01952', 'arxiv:2211.01324', 'arxiv:2108.01073', 'arxiv:2112.10752', 'license:openrail++', 'diffusers:StableDiffusionXLImg2ImgPipeline', 'region:us']",image-to-image,diffusers,2023-07-26T07:38:01.000Z,stabilityai/stable-diffusion-xl-refiner-1.0
637e09faaa60aba6d5a38fdc,stabilityai/stable-diffusion-2,1898,False,203687,"['diffusers', 'safetensors', 'stable-diffusion', 'text-to-image', 'arxiv:2202.00512', 'arxiv:2112.10752', 'arxiv:1910.09700', 'license:openrail++', 'autotrain_compatible', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,diffusers,2022-11-23T11:54:34.000Z,stabilityai/stable-diffusion-2
672b1f9e956e6880fdb8c1e5,Qwen/Qwen2.5-Coder-32B-Instruct,1897,False,109973,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'arxiv:2409.12186', 'arxiv:2309.00071', 'arxiv:2407.10671', 'base_model:Qwen/Qwen2.5-Coder-32B', 'base_model:finetune:Qwen/Qwen2.5-Coder-32B', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",text-generation,transformers,2024-11-06T07:49:50.000Z,Qwen/Qwen2.5-Coder-32B-Instruct
